"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","CONDITION"
"227929_at","LIN7A","lin-7 homolog A, crumbs cell polarity complex component",0.692430622466865,4.99697798824974,4.92035013936728,6.4288411165411e-06,0.000613417628044542,3.72092140959105,1
"206207_at","CLC","Charcot-Leyden crystal galectin",1.22078082323516,7.76964565380829,4.91427377655766,6.57483574024985e-06,0.00062287485755269,3.70001709577852,1
"204500_s_at","AGTPBP1","ATP/GTP binding carboxypeptidase 1",0.509352398196566,7.53927671664784,4.9106585899854,6.66323138807608e-06,0.000629006675989484,3.68758506096508,1
"209115_at","UBA3","ubiquitin like modifier activating enzyme 3",0.613375219781525,7.52004150392596,4.9063669411711,6.76967846281879e-06,0.000636942043236093,3.67283180687776,1
"218627_at","DRAM1","DNA damage regulated autophagy modulator 1",0.673219610923613,5.39088927806024,4.90335269369013,6.84543508975724e-06,0.000639392510923247,3.66247309804579,1
"206026_s_at","TNFAIP6","TNF alpha induced protein 6",1.32315284554372,6.67751506545455,4.9023176993522,6.87163834389443e-06,0.000639841889583373,3.65891687761372,1
"206618_at","IL18R1","interleukin 18 receptor 1",0.760595226899288,5.69112721879929,4.88751679468971,7.25727306048958e-06,0.000659320156146735,3.60809618902145,1
"226505_x_at","USP32","ubiquitin specific peptidase 32",0.629195640457752,8.26735240561627,4.8847938659013,7.33048961551186e-06,0.000661449119856721,3.59875381971229,1
"228937_at","LACC1","laccase domain containing 1",0.548948843077089,3.20445338285017,4.88235816430849,7.39659510836576e-06,0.000662912040850447,3.59039881225402,1
"219607_s_at","MS4A4A","membrane spanning 4-domains A4A",0.701294371267179,2.54234580872488,4.87921084578321,7.48287850083094e-06,0.000667269368596748,3.57960543804662,1
"222605_at","RCOR3","REST corepressor 3",0.550385139446111,6.07585082930645,4.86774467858752,7.80563220211088e-06,0.000691409891075978,3.54030876232604,1
"202763_at","CASP3","caspase 3",0.582981272086922,4.46895860727414,4.85583051416823,8.15541901555251e-06,0.000705301593157291,3.49951889145833,1
"212366_at","ZNF292","zinc finger protein 292",0.61790277104723,6.32549954641262,4.85513143492365,8.17641275400232e-06,0.000705441247787275,3.49712683280203,1
"207605_x_at","ZNF117","zinc finger protein 117",0.691182526321382,6.42759916678618,4.84923078842005,8.35573137754057e-06,0.000712019029370681,3.47694236813543,1
"204554_at","PPP1R3D","protein phosphatase 1 regulatory subunit 3D",0.559054927133142,6.08162993459306,4.84788123890143,8.39728107727948e-06,0.000712019029370681,3.47232743031577,1
"218446_s_at","TVP23B","trans-golgi network vesicle protein 23 homolog B",0.783854701111107,3.53612419170344,4.84649364491031,8.44021277783373e-06,0.000712019029370681,3.4675829760425,1
"224800_at","WDFY1","WD repeat and FYVE domain containing 1",0.552413689211249,5.14220726319929,4.84573261704119,8.463849809568e-06,0.000712881498936783,3.46498112370815,1
"227265_at","FGL2","fibrinogen like 2",0.667086187987538,7.79353934272689,4.84517517749507,8.48120458796573e-06,0.00071318845548393,3.46307542511549,1
"202076_at","BIRC2","baculoviral IAP repeat containing 2",0.579243937006819,7.31632591536065,4.84092406281169,8.61470431767436e-06,0.000718753046109009,3.44854542480356,1
"210145_at","PLA2G4A","phospholipase A2 group IVA",0.643759977172864,4.85510261317997,4.83677209919919,8.74707322092468e-06,0.000724113240611345,3.43435967127503,1
"203310_at","STXBP3","syntaxin binding protein 3",0.635840499208403,5.68671165965099,4.83458569068301,8.81757557200573e-06,0.00072881444622922,3.42689163767206,1
"218979_at","RMI1","RecQ mediated genome instability 1",0.593343144892374,5.75915332988544,4.8291809740313,8.9942478402507e-06,0.000738821159143437,3.40843727174369,1
"218728_s_at","CNIH4","cornichon family member 4",0.611014433268749,7.37024456317837,4.82838119596652,9.02068370643513e-06,0.000739165798648808,3.40570720106875,1
"223993_s_at","CNIH4","cornichon family member 4",0.618612926068971,6.15350915907399,4.81727131923473,9.39586235668658e-06,0.000758909517762013,3.36780372311525,1
"233898_s_at","FGFR1OP2","FGFR1 oncogene partner 2",0.685262209847507,5.96375567201525,4.80978959501945,9.65707040109247e-06,0.000768684389928151,3.34229998402866,1
"210532_s_at","ATP5MJ","ATP synthase membrane subunit j",0.818923418117696,7.34139090916804,4.80930024951738,9.67439999446435e-06,0.000768684389928151,3.34063250830353,1
"239441_at","ZNF780A","zinc finger protein 780A",0.619900523163006,5.46451613273899,4.80823785375493,9.71212819473268e-06,0.000770403697261877,3.33701258482578,1
"225171_at","ARHGAP18","Rho GTPase activating protein 18",0.596418027192003,5.62646195456425,4.80029917073205,9.99863867618261e-06,0.000784411207240987,3.3099741102443,1
"1553991_s_at","VSIG10","V-set and immunoglobulin domain containing 10",0.827745294162024,5.30074519178419,4.77671111338289,1.0899551827148e-05,0.000835388816906971,3.2297520710372,1
"226276_at","TMEM167A","transmembrane protein 167A",0.727300570078565,4.79146882817472,4.77568006290226,1.09406897149776e-05,0.00083664005220419,3.2262495205917,1
"224662_at","KIF5B","kinesin family member 5B",0.521270813122667,7.94490811809724,4.76857783857789,1.12282117308341e-05,0.00085371354629276,3.20213194535281,1
"217738_at","NAMPT","nicotinamide phosphoribosyltransferase",0.829887193383935,8.10958579792585,4.76500157936686,1.13757720706943e-05,0.000862465275665038,3.18999384262942,1
"208671_at","SERINC1","serine incorporator 1",0.542675831635657,7.39035796378567,4.76274375445166,1.14699061495074e-05,0.000867128168033953,3.18233270999107,1
"1555638_a_at","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1",0.662465373763646,4.7681069675043,4.75849506118569,1.16491118122612e-05,0.000871993444346823,3.16792068491196,1
"208716_s_at","TMCO1","transmembrane and coiled-coil domains 1",0.718618334865572,7.07895050147264,4.74690974124853,1.21517794543848e-05,0.000896986975919706,3.12865143297779,1
"223434_at","GBP3","guanylate binding protein 3",0.745856552672662,4.71590054945947,4.74473737557279,1.22483652510324e-05,0.000901612005535481,3.12129285209578,1
"204714_s_at","F5","coagulation factor V",0.686547394712418,5.75713884732912,4.73272035027527,1.27963528957359e-05,0.000931627078561198,3.0806144108741,1
"226050_at","TMCO3","transmembrane and coiled-coil domains 3",0.520952318472502,5.13782719754852,4.72855313434558,1.29919153725658e-05,0.000943280500417699,3.06651902563752,1
"1555888_at","UBR5-DT","UBR5 divergent transcript",0.590320708861711,5.71587470492646,4.72400954225331,1.32084662575881e-05,0.000953791244826133,3.05115699953375,1
"219892_at","TM6SF1","transmembrane 6 superfamily member 1",0.608026253806569,5.6736786326388,4.72059883402379,1.33733346245431e-05,0.000961701246256521,3.03962970636985,1
"230395_at","METTL9","methyltransferase 9, His-X-His N1(pi)-histidine",0.580804719099092,6.34039933483884,4.72024839964371,1.33903874579906e-05,0.000961701246256521,3.03844554560539,1
"216563_at","ANKRD12","ankyrin repeat domain 12",0.529415678735289,7.34192315092657,4.71394759987569,1.37006437839727e-05,0.000968282068067549,3.01716121454087,1
"223342_at","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B",0.608614245217938,6.34306243563817,4.71274644023973,1.37605810861677e-05,0.000969938465499408,3.01310512713285,1
"229699_at","LINC02035","long intergenic non-protein coding RNA 2035",0.543173305186221,7.24761176290778,4.70589990667682,1.41071385096627e-05,0.000989118852734886,2.98999471844462,1
"222487_s_at","RPS27L","ribosomal protein S27 like",0.664166438022156,6.39997490505125,4.69210770064946,1.4831329468164e-05,0.00101316281136827,2.94348608643989,1
"1569791_at","STK4","serine/threonine kinase 4",0.553234850244166,5.85522964371139,4.68601829617244,1.51624949688498e-05,0.00102694461839051,2.92297203874882,1
"214329_x_at","TNFSF10","TNF superfamily member 10",0.808012178869698,4.96927894085148,4.68511820985575,1.52120532375945e-05,0.00102728715809204,2.91994086184923,1
"212372_at","MYH10","myosin heavy chain 10",0.602139616666038,6.6608814728217,4.67948217418419,1.55259827271655e-05,0.00103565237946439,2.9009667787972,1
"202536_at","CHMP2B","charged multivesicular body protein 2B",0.532853427673396,6.81173176347749,4.67939671863529,1.55307909464903e-05,0.00103565237946439,2.90067916841469,1
"213743_at","CCNT2","cyclin T2",0.617628109195722,6.97809667911431,4.67636554913359,1.57022847502271e-05,0.0010431616595254,2.89047899566162,1
"222148_s_at","RHOT1","ras homolog family member T1",0.52456706954788,7.10996234355323,4.66788964457494,1.61916881557867e-05,0.00106239463014271,2.86197304834642,1
"219069_at","ANKRD49","ankyrin repeat domain 49",0.598015446091684,5.12375904065562,4.66475664172926,1.63763298905103e-05,0.00107318471601843,2.85144229619096,1
"223336_s_at","RAB18","RAB18, member RAS oncogene family",0.504512095598335,6.67934140335722,4.64983967413198,1.72839958942967e-05,0.00110684958724392,2.80134812513639,1
"227268_at","RNFT1","ring finger protein, transmembrane 1",0.609840825594679,3.76013593968269,4.64428487322259,1.76343779311472e-05,0.00112411266464593,2.78271316493844,1
"209921_at","SLC7A11","solute carrier family 7 member 11",0.534058589301679,3.38217564680281,4.63789854118112,1.80457731315067e-05,0.00114312122123979,2.7613015425608,1
"230141_at","ARID4A","AT-rich interaction domain 4A",0.518098443812398,5.02794768455981,4.63478302494644,1.82498499070365e-05,0.00114982183076331,2.75086109570935,1
"202688_at","TNFSF10","TNF superfamily member 10",0.694227126963134,7.59918552844769,4.62405351840537,1.89700312011945e-05,0.0011778040283293,2.71493060948387,1
"218085_at","CHMP5","charged multivesicular body protein 5",0.749531411532721,6.98836421819163,4.61394800052323,1.96736186015065e-05,0.00120321496871607,2.68112570866919,1
"232297_at","KLHL5","kelch like family member 5",0.625969020511703,3.4815601181894,4.59544110800184,2.10286559634979e-05,0.00126313288870311,2.6193077058228,1
"206875_s_at","SLK","STE20 like kinase",0.635545013089591,6.45836804918565,4.59515660445058,2.10501805491841e-05,0.00126313288870311,2.61835831150683,1
"224648_at","GPBP1","GC-rich promoter binding protein 1",0.524008653469723,5.36636923979265,4.59474800914478,2.10811310568736e-05,0.00126313288870311,2.61699486950603,1
"228087_at","CCDC126","coiled-coil domain containing 126",0.52279377580067,2.18880725480413,4.59285753880654,2.12249095351363e-05,0.00126522183779656,2.61068731142589,1
"223809_at","RGS18","regulator of G protein signaling 18",0.797293148700002,8.07666876903503,4.59218495495016,2.12762925065664e-05,0.00126522183779656,2.60844353319477,1
"243463_s_at","RIT1","Ras like without CAAX 1",0.758166880848039,4.65502578437317,4.58476009082915,2.18516398024658e-05,0.00129000109442265,2.58368421168574,1
"223982_s_at","PNPLA8","patatin like phospholipase domain containing 8",0.595204668106665,6.10887559836631,4.58253146667773,2.20272720510981e-05,0.00129643790442936,2.57625627618269,1
"213074_at","PHIP","pleckstrin homology domain interacting protein",0.691776498375939,6.64742667670098,4.58204156851632,2.20660636425817e-05,0.00129728438541183,2.57462369296839,1
"201295_s_at","WSB1","WD repeat and SOCS box containing 1",0.507201146183264,6.00622585889336,4.58171015255696,2.20923438690654e-05,0.00129739425371185,2.57351929840098,1
"210029_at","IDO1","indoleamine 2,3-dioxygenase 1",1.04141583039774,5.25239233752727,4.57873585942433,2.23295644044557e-05,0.0013041201751688,2.56360962369784,1
"215957_at","UBE2D1","ubiquitin conjugating enzyme E2 D1",0.60590398413483,3.53918195729053,4.57712537506378,2.24590452239964e-05,0.00130968173667539,2.55824514254712,1
"228497_at","SLC22A15","solute carrier family 22 member 15",0.565054141983661,5.32371644194232,4.5662809433287,2.33501614779042e-05,0.0013430638875175,2.52214627885417,1
"218319_at","PELI1","pellino E3 ubiquitin protein ligase 1",0.623183784386703,7.56698592403956,4.56561042782998,2.34063756828824e-05,0.00134307320084538,2.51991562680266,1
"203344_s_at","RBBP8","RB binding protein 8, endonuclease",0.670860865374616,5.16218736661088,4.56353060565768,2.35815819957984e-05,0.00134762401971043,2.51299753904696,1
"203604_at","ZNF516","zinc finger protein 516",0.529983923296472,6.49349473426909,4.56306369174375,2.36210904725241e-05,0.00134843189617964,2.5114446580778,1
"200983_x_at","CD59","CD59 molecule (CD59 blood group)",0.551817103158204,6.17093266784119,4.5594036793727,2.39330276031394e-05,0.00136331041588859,2.49927470288117,1
"236321_at","FAM200B","family with sequence similarity 200 member B",0.554937630340219,4.01559083348034,4.55844795079324,2.40151410610483e-05,0.00136465984861447,2.49609757481814,1
"64883_at","MOSPD2","motile sperm domain containing 2",0.521796270256746,5.76583954440135,4.55840822540544,2.4018560083707e-05,0.00136465984861447,2.49596552270592,1
"210681_s_at","USP15","ubiquitin specific peptidase 15",0.511950050598541,8.46984576170104,4.54969119726909,2.47803789091576e-05,0.00139365375437566,2.46700252627097,1
"218520_at","TBK1","TANK binding kinase 1",0.56313208587133,6.38027553235151,4.54416279453685,2.52756662305555e-05,0.0014068316720913,2.44864792738201,1
"225227_at","SKIL","SKI like proto-oncogene",0.749113450141933,4.81390564536743,4.54072325478045,2.55886618972267e-05,0.00141427951952137,2.43723394431308,1
"202506_at","ITPRID2","ITPR interacting domain containing 2",0.574885958280028,5.98227767992163,4.5382180927361,2.58190011992653e-05,0.0014204994376163,2.42892330739875,1
"227747_at","MPZL3","myelin protein zero like 3",0.552087558872456,9.08894477265364,4.52780666199791,2.67981003959818e-05,0.00145478921526583,2.3944083569334,1
"205922_at","VNN2","vanin 2",0.533011318665523,10.7404674938672,4.5269342560906,2.68817636235706e-05,0.0014578419298999,2.39151800195422,1
"1557051_s_at","HOTAIRM1","HOXA transcript antisense RNA, myeloid-specific 1",0.583743518500638,5.83498700836969,4.52426130690004,2.71396834422867e-05,0.00146320175612304,2.38266399113951,1
"213355_at","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6",0.563618207332089,6.96220774630349,4.51914434834219,2.76401663009868e-05,0.0014819911689593,2.36572146976913,1
"213624_at","SMPDL3A","sphingomyelin phosphodiesterase acid like 3A",0.551334843467144,4.65594107906845,4.51847397453172,2.77063963531587e-05,0.0014819911689593,2.36350252318889,1
"230559_x_at","FGD4","FYVE, RhoGEF and PH domain containing 4",0.598182945108535,3.94935026264424,4.51744886644175,2.78079713251963e-05,0.00148235732399218,2.36010971367736,1
"235816_s_at","RGL4","ral guanine nucleotide dissociation stimulator like 4",0.546566675652676,6.66564757939246,4.51624245025566,2.79279757595946e-05,0.00148726265300117,2.35611731128793,1
"222602_at","UBA6","ubiquitin like modifier activating enzyme 6",0.570106961044574,5.50850084041624,4.50519369590933,2.90507122823722e-05,0.00153170456911829,2.31957798513105,1
"225830_at","PDZD8","PDZ domain containing 8",0.542521420297755,4.72632043059641,4.50465075337423,2.91070015466541e-05,0.00153315144816653,2.31778355678142,1
"213510_x_at","USP32P2","ubiquitin specific peptidase 32 pseudogene 2",0.542489342604664,6.54097166590053,4.5019235775499,2.93913487167786e-05,0.00154353953582078,2.30877183818638,1
"223301_s_at","CCDC82","coiled-coil domain containing 82",0.627484048580008,2.87754190781564,4.50017582322607,2.95749959264833e-05,0.00155165084748747,2.3029979504186,1
"205003_at","DOCK4","dedicator of cytokinesis 4",0.846526676583133,4.63286709675111,4.48719732363342,3.09740811944793e-05,0.00160759716137011,2.26015683837141,1
"225195_at","DPH3","diphthamide biosynthesis 3",0.547892254721142,5.79803925740503,4.48499468054668,3.12178302710541e-05,0.00161409714852315,2.25289215711617,1
"228362_s_at","CALHM6","calcium homeostasis modulator family member 6",0.745909514632382,5.12343929341062,4.48105032499573,3.16589898717255e-05,0.00162882897842458,2.23988744755484,1
"224866_at","FAR1","fatty acyl-CoA reductase 1",0.685438321079501,6.17716242438374,4.47571351721014,3.226555059865e-05,0.00163760848509137,2.2223008240574,1
"238739_at","IPMK","inositol polyphosphate multikinase",0.752595144661952,5.57112415009402,4.47521625858809,3.23226391115368e-05,0.00163760848509137,2.22066271676606,1
"203535_at","S100A9","S100 calcium binding protein A9",0.705789575138903,9.46503658655546,4.47156387457839,3.27449767351576e-05,0.00164957088013595,2.20863353539274,1
"229584_at","LRRK2","leucine rich repeat kinase 2",0.563141583627226,9.28372673047692,4.4689625763873,3.304903996645e-05,0.00165333159703815,2.20006910860657,1
"218668_s_at","RAP2C","RAP2C, member of RAS oncogene family",0.627381113838971,4.34407667442354,4.46771863070311,3.31954120067661e-05,0.00165656015204094,2.19597446312195,1
"225198_at","VAPA","VAMP associated protein A",0.543682415882834,5.67162332944359,4.45892775711981,3.42479258910804e-05,0.00168690872783434,2.16705415298453,1
"226297_at","HIPK3","homeodomain interacting protein kinase 3",0.506251167317716,8.20236263970524,4.45754006153261,3.44170092582302e-05,0.00169215737655672,2.16249150383693,1
"229893_at","FRMD3","FERM domain containing 3",0.551809556147706,3.11498884520937,4.45674963585951,3.45136808509885e-05,0.00169215737655672,2.15989295598686,1
"207121_s_at","MAPK6","mitogen-activated protein kinase 6",0.572975026682034,5.09349508511986,4.45471306251316,3.47639779134944e-05,0.00170285818817372,2.15319872565357,1
"228397_at","TUG1","taurine up-regulated 1",0.620276800566496,3.29709416443281,4.45145778776593,3.51677225665217e-05,0.00171329585380577,2.14250180496317,1
"235798_at","TMEM170B","transmembrane protein 170B",0.656073310021556,5.35897042174026,4.45033502482014,3.53080305059041e-05,0.00171580692914504,2.13881328657967,1
"227761_at","MYO5A","myosin VA",0.5450527125309,5.72304111265739,4.44687907775702,3.57433315936654e-05,0.00173052976497937,2.12746269128373,1
"222833_at","LPCAT2","lysophosphatidylcholine acyltransferase 2",0.754598384772343,4.4085717416542,4.43771665245331,3.69227981965478e-05,0.00177369500088901,2.09739142899982,1
"225519_at","PPP4R2","protein phosphatase 4 regulatory subunit 2",0.528009216376314,7.50660854051666,4.43638221370505,3.70977032431559e-05,0.00177945093345127,2.0930143844011,1
"207902_at","IL5RA","interleukin 5 receptor subunit alpha",0.717303092149364,4.53498035410263,4.43483019269858,3.73021395132082e-05,0.00178121905544337,2.087924492287,1
"204774_at","EVI2A","ecotropic viral integration site 2A",0.82007513092945,7.45913007089402,4.43002289260111,3.79423395943679e-05,0.0017988595204477,2.07216454334823,1
"229298_at","KBTBD7","kelch repeat and BTB domain containing 7",0.632738443019539,5.79116733638377,4.42832276285022,3.81712950540814e-05,0.00180488417992817,2.06659301546836,1
"218163_at","MCTS1","MCTS1 re-initiation and release factor",0.561194743327038,4.5765412798765,4.42371290860572,3.87988753838044e-05,0.00182320409374275,2.05149142534886,1
"214512_s_at","SUB1","SUB1 regulator of transcription",0.665749627819575,5.99322278848186,4.41589226568145,3.98865650563456e-05,0.0018471157483278,2.02588975434473,1
"206209_s_at","CA4","carbonic anhydrase 4",0.514091643271674,3.74086843940123,4.41307928421486,4.0284988466638e-05,0.00186285403391872,2.01668680417579,1
"212919_at","DCP2","decapping mRNA 2",0.670260657951558,7.07965490708787,4.40665426407008,4.12095616651107e-05,0.00189788957869639,1.9956779106635,1
"205471_s_at","DACH1","dachshund family transcription factor 1",0.556003468392376,3.33381334416424,4.40040902919933,4.21279952448686e-05,0.00193155062688214,1.97527185846345,1
"203599_s_at","WBP4","WW domain binding protein 4",0.522377138928211,5.86131539244822,4.39744949908185,4.2570139210719e-05,0.00194029448443428,1.96560687914264,1
"231925_at","P2RY1","purinergic receptor P2Y1",0.618554049004666,4.58795140639373,4.3934114519254,4.31806837791466e-05,0.00195715913387349,1.9524251400916,1
"244811_at","PHIP","pleckstrin homology domain interacting protein",0.570279201079258,4.76984323138705,4.39330964992878,4.3196185373278e-05,0.00195715913387349,1.95209289937641,1
"225639_at","SKAP2","src kinase associated phosphoprotein 2",0.560128748246086,7.75811216300373,4.39141310286848,4.34859661994614e-05,0.00196789397935629,1.9459040551123,1
"206734_at","JRKL","JRK like",0.606990550923189,3.78074083383023,4.38773274689573,4.40536961698698e-05,0.00197621944404615,1.93389816621253,1
"223065_s_at","STARD3NL","STARD3 N-terminal like",0.504180824151859,4.47328356649907,4.38767236019758,4.40630711271509e-05,0.00197621944404615,1.93370121856318,1
"235408_x_at","ZNF117","zinc finger protein 117",0.612946131747658,5.85960940860231,4.385837902175,4.43487932111869e-05,0.00198401120605636,1.92771890546122,1
"205403_at","IL1R2","interleukin 1 receptor type 2",0.590844360015058,8.10362316038268,4.38493206396207,4.44905425762036e-05,0.00198479150665404,1.92476536913918,1
"206171_at","ADORA3","adenosine A3 receptor",0.583455119845246,4.63825951637637,4.38441571026919,4.45715404576304e-05,0.0019856191623652,1.9230819092259,1
"201952_at","ALCAM","activated leukocyte cell adhesion molecule",0.614334700430728,5.6829606874589,4.38208778342642,4.49384917324558e-05,0.00199412442723139,1.91549347105123,1
"200864_s_at","RAB11A","RAB11A, member RAS oncogene family",0.567097014222608,5.4695253442613,4.37715828447123,4.5725233286047e-05,0.00202008227219746,1.89943142759201,1
"212857_x_at","SUB1","SUB1 regulator of transcription",0.805658089445646,8.07118931071275,4.3698625076876,4.69142139563989e-05,0.00205463505340133,1.87567632148175,1
"203651_at","ZFYVE16","zinc finger FYVE-type containing 16",0.617631934144312,5.28185254709688,4.35915985349403,4.8712857347926e-05,0.00211169839271633,1.84086546095655,1
"206862_at","ZNF254","zinc finger protein 254",0.601211889238173,5.31606174510633,4.35413960850399,4.95794197209798e-05,0.00214053405354258,1.82455212963924,1
"204071_s_at","TOPORS","TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",0.575990268007487,6.40182003188994,4.35294509748538,4.97878005927956e-05,0.00214778590755301,1.82067199218597,1
"202673_at","DPM1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic",0.522869309342857,6.4612239650834,4.35020219150804,5.02695173692761e-05,0.00215952344326841,1.81176428704224,1
"236224_at","RIT1","Ras like without CAAX 1",0.543931517942575,6.04421718573846,4.34745484727791,5.07565444076283e-05,0.00216698317997601,1.80284509470217,1
"219947_at","CLEC4A","C-type lectin domain family 4 member A",0.56012194049026,6.59111758101682,4.34290867020673,5.15725238306789e-05,0.00219098714950367,1.7880924733811,1
"225121_at","TBC1D23","TBC1 domain family member 23",0.533884745559247,6.07304263294285,4.34253339348714,5.16404467145605e-05,0.00219199693181104,1.7868750368175,1
"205118_at","FPR1","formyl peptide receptor 1",0.645407787856495,5.36571366279407,4.34232180816722,5.16787806566548e-05,0.00219199693181104,1.78618865628602,1
"213017_at","ABHD3","abhydrolase domain containing 3, phospholipase",0.635875732781822,5.13618005023918,4.334227381852,5.31661903563296e-05,0.00222490040855736,1.75994352692312,1
"205191_at","RP2","RP2 activator of ARL3 GTPase",0.685330199455147,5.00189114976158,4.31679183863866,5.65124521816169e-05,0.0023192797653254,1.7034981195271,1
"212606_at","WDFY3","WD repeat and FYVE domain containing 3",0.764394069019672,4.80328450514929,4.31280944756941,5.73049279698245e-05,0.00234636749369204,1.69062238166146,1
"223343_at","MS4A7","membrane spanning 4-domains A7",0.523335780882947,7.21354120259719,4.31101032379873,5.76664671410362e-05,0.00235272399756752,1.68480756362298,1
"212761_at","TCF7L2","transcription factor 7 like 2",0.557542599949317,5.65036432750508,4.30399948304018,5.90965264100332e-05,0.00240306280727929,1.66216053110787,1
"228642_at","HOTAIRM1","HOXA transcript antisense RNA, myeloid-specific 1",0.555082663643907,7.95305960416952,4.30035108637753,5.98542568007528e-05,0.00242644865460687,1.65038285551724,1
"205040_at","ORM1","orosomucoid 1",0.753710404754687,4.57908290676088,4.29571467519783,6.08307808180529e-05,0.00246040601836915,1.63542331035443,1
"232366_at","KIAA0232","KIAA0232",0.598888806796507,2.98460477732078,4.28985053004765,6.20880208300023e-05,0.00249669898866947,1.61651467464061,1
"218490_s_at","ZNF302","zinc finger protein 302",0.629603036413925,3.34879274501136,4.28326547585614,6.35298326999018e-05,0.00253353321804967,1.5952978359301,1
"224587_at","SUB1","SUB1 regulator of transcription",0.655406464882104,4.19367247427163,4.28030679043257,6.41881548430524e-05,0.00254772805484967,1.58577068172583,1
"239012_at","RNF144B","ring finger protein 144B",0.553336972699032,7.48854473623734,4.27588694203739,6.51839179662657e-05,0.00257344874402922,1.5715450146999,1
"223087_at","ECHDC1","ethylmalonyl-CoA decarboxylase 1",0.52943700765405,6.46897765213087,4.26540442104361,6.76057531888239e-05,0.00261312215616467,1.53783744066013,1
"206513_at","AIM2","absent in melanoma 2",0.647527483662802,6.85906475249389,4.25774596483697,6.94299828666079e-05,0.00266591957135987,1.51323888068807,1
"215245_x_at","FMR1","fragile X messenger ribonucleoprotein 1",0.509360830695509,7.01185056720339,4.25738369264593,6.95174457266735e-05,0.00266591957135987,1.51207586765272,1
"227889_at","LPCAT2","lysophosphatidylcholine acyltransferase 2",0.56031578459997,6.71737158699876,4.25293439547064,7.06003723036136e-05,0.00269421223770362,1.49779648554981,1
"225056_at","SIPA1L2","signal induced proliferation associated 1 like 2",0.749531197180994,6.37859337874286,4.25109219330648,7.10535162592183e-05,0.00270895353560163,1.49188654639656,1
"224586_x_at","SUB1","SUB1 regulator of transcription",0.810331619832273,7.17045871191069,4.25041919285526,7.12197617766189e-05,0.0027133452897075,1.48972784727208,1
"225997_at","MOB1B","MOB kinase activator 1B",0.575976231785551,5.75363952138273,4.24602652613059,7.23141310601063e-05,0.00274128325495825,1.47564255204721,1
"226817_at","DSC2","desmocollin 2",0.960224897978963,6.21372729952431,4.2414755554633,7.34651030908314e-05,0.00277304675707984,1.46105791002613,1
"212410_at","MICU2","mitochondrial calcium uptake 2",0.572834160992323,6.43918619780794,4.23987129015059,7.38750444015382e-05,0.00278062109405705,1.45591867691402,1
"1554676_at","SRGN","serglycin",0.679521031491594,6.67739908645311,4.23501293736693,7.51300600834567e-05,0.0028197634809971,1.4403614302796,1
"226756_at","CCDC71L","coiled-coil domain containing 71 like",0.52728885216914,6.62432383772484,4.22709525053818,7.72197044781064e-05,0.00287193536311961,1.41502833128926,1
"217823_s_at","UBE2J1","ubiquitin conjugating enzyme E2 J1",0.540180752497675,7.91824423682321,4.21675188897253,8.0034406520787e-05,0.00293656178450747,1.38197281035259,1
"229560_at","TLR8","toll like receptor 8",0.562878550842016,7.83743597018813,4.21592746556606,8.02629763238e-05,0.00293656178450747,1.37933999145015,1
"223620_at","GPR34","G protein-coupled receptor 34",0.547339205288699,3.09714523454272,4.21484228463058,8.05648035372259e-05,0.00294323996491786,1.37587486227721,1
"212416_at","SCAMP1","secretory carrier membrane protein 1",0.500551975360043,6.60885604116635,4.20645076714352,8.29361431339094e-05,0.00299410450962412,1.3490959898637,1
"205960_at","PDK4","pyruvate dehydrogenase kinase 4",0.58076226586252,4.69495727529772,4.20228003915357,8.41397173651224e-05,0.00301937550724346,1.33579724097409,1
"212577_at","SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1",0.502273676756432,7.84121641087772,4.20189435858966,8.42518651521637e-05,0.00301937550724346,1.3345678263299,1
"1558234_at","KCNJ2-AS1","KCNJ2 antisense RNA 1",0.739142714214731,4.60738244243463,4.19995338579233,8.4818457235259e-05,0.00303558690012277,1.3283816186866,1
"222553_x_at","OXR1","oxidation resistance 1",0.669653600156092,5.64615096400618,4.19077501097764,8.75480195981346e-05,0.00309731187877397,1.29914973819492,1
"201745_at","TWF1","twinfilin actin binding protein 1",0.557079529891018,5.01389969744888,4.19062891870042,8.75921454418363e-05,0.00309731187877397,1.29868473680496,1
"227357_at","TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3",0.526843780025083,5.63612561380332,4.18686535887073,8.87363357772809e-05,0.00312736739890925,1.28670865140744,1
"204780_s_at","FAS","Fas cell surface death receptor",0.546234908105904,7.75148077790192,4.18553365879917,8.91446474608025e-05,0.0031313751345666,1.28247243867919,1
"225989_at","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4",0.604432516388194,5.8949684661006,4.17989675496162,9.08931815978363e-05,0.00317665785358591,1.26454931686498,1
"219298_at","ECHDC3","enoyl-CoA hydratase domain containing 3",0.556007862854019,5.43230784708986,4.17343912994317,9.29370544466822e-05,0.00323042879835044,1.24403293314768,1
